Date,Area,Rent,Food,Transport,Utilities,Misc,Total
2020-08-31,Githurai,14212,7692,3819,4430,3978,34132
2020-08-31,Ngong,35482,17556,9281,3501,8238,74057
2020-08-31,Umoja,24898,10968,4118,3997,6529,50510
2020-08-31,Westlands,91986,24520,14832,6263,13568,151169
2020-08-31,Kikuyu,22614,9139,5447,2465,5395,45060
2020-08-31,Kikuyu,24941,12904,7570,3825,6043,55283
2020-08-31,Kasarani,23165,12105,7187,2820,7941,53218
2020-08-31,South B,41804,17449,9948,3698,8488,81388
2020-08-31,Ruaka,51386,16262,9282,3413,7427,87770
2020-08-31,Donholm,39033,16388,6770,3558,5532,71280
2020-08-31,Langata,55449,20009,9504,3806,8894,97663
2020-08-31,Kitengela,23995,15920,4535,2637,3365,50452
2020-08-31,Langata,56438,21107,12792,3832,10396,104566
2020-08-31,Kasarani,22409,10372,4863,4168,6294,48106
2020-08-31,Kasarani,18598,13266,3729,2517,6440,44550
2020-08-31,Karen,152516,24982,15336,6956,15522,215313
2020-08-31,Karen,158593,27136,14781,8881,16734,226126
2020-08-31,Donholm,36596,12711,8235,2686,6555,66782
2020-08-31,Thika,21755,8505,4083,4240,7440,46023
2020-08-31,Kileleshwa,81715,22945,9608,7133,9837,131238
2020-08-31,Embakasi,25179,14108,8876,5072,5311,58546
2020-08-31,Ruaka,48570,19173,11635,3933,6876,90187
2020-08-31,Donholm,37476,16755,8341,3287,9234,75092
2020-08-31,Kikuyu,23542,9278,7353,3705,7732,51610
2020-08-31,Umoja,23996,13003,5593,4372,4132,51096
2020-08-31,Donholm,36799,17905,9918,3051,4796,72468
2020-08-31,Langata,61107,22188,11630,5614,8841,109381
2020-08-31,Kasarani,19467,12523,6331,3680,5286,47287
2020-08-31,Rongai,35697,14915,7481,3423,8396,69912
2020-08-31,Ruaka,45317,17681,9880,5482,7975,86335
2020-08-31,Rongai,30466,14158,5536,3707,5012,58879
2020-08-31,Westlands,94638,25923,14849,7357,15712,158479
2020-08-31,Kitengela,26166,11117,5939,2819,6737,52778
2020-08-31,Ruiru,21181,14212,4121,3767,5067,48348
2020-08-31,Westlands,91256,25700,14037,6741,13008,150742
2020-08-31,Karen,157647,23976,18138,6634,14297,220693
2020-08-31,Kitengela,28471,10846,8038,3255,3218,53828
2020-08-31,Kasarani,18416,15317,7266,3774,3643,48415
2020-08-31,Karen,159156,28414,18012,6750,19426,231759
2020-08-31,South B,45405,13974,11235,4399,9630,84644
2020-08-31,Karen,154866,26185,15772,8847,19033,224704
2020-08-31,Langata,61691,16763,10648,6388,11630,107121
2020-08-31,Thika,21587,10661,7670,2523,4983,47424
2020-08-31,South B,41544,17774,6849,3849,10157,80174
2020-08-31,Mlolongo,23243,11030,3967,2582,2710,43532
2020-08-31,Karen,155658,26825,15081,9088,13753,220406
2020-08-31,Ruaka,50616,20223,11887,3644,10876,97246
2020-08-31,Ruiru,24808,14006,6120,4493,7342,56769
2020-08-31,Kikuyu,25225,12996,6466,4645,4891,54223
2020-08-31,Umoja,23194,14894,7257,4365,6745,56455
2020-08-31,Karen,159331,24256,16182,8658,19319,227747
2020-08-31,Ruiru,24296,9128,4257,3135,7441,48257
2020-08-31,Ruaka,45751,21211,11487,5901,7027,91377
2020-08-31,Githurai,10912,11565,5142,3560,5679,36859
2020-08-31,Ngong,33501,17655,6290,3757,4516,65718
2020-08-31,Thika,25044,13606,6441,4343,5570,55004
2020-08-31,Ngong,34188,13386,6573,2902,7030,64078
2020-08-31,Ruaka,47515,17391,8424,6076,7287,86693
2020-08-31,Westlands,96954,25935,11293,6546,14720,155448
2020-08-31,Kitengela,26141,11465,5143,2620,3506,48875
2020-08-31,Ruiru,24341,12047,6111,2423,7683,52605
2020-08-31,Githurai,12423,8689,6142,3086,5886,36227
2020-08-31,Westlands,96198,24930,11037,7826,14400,154391
2020-08-31,Donholm,34623,13046,7454,5418,6720,67260
2020-08-31,Donholm,40262,18461,6043,5613,6197,76575
2020-08-31,Githurai,11894,10373,4699,4366,2277,33610
2020-08-31,Mlolongo,21783,11826,3657,4771,4221,46258
2020-08-31,Kasarani,18182,14829,8602,2482,5414,49510
2020-08-31,Ngong,38346,17542,6031,3001,9330,74249
2020-08-31,Embakasi,30801,13860,7300,2453,3595,58009
2020-08-31,Thika,23926,9138,4111,2575,6393,46143
2020-08-31,Kikuyu,20400,10304,4798,4671,5026,45199
2020-08-31,Umoja,25968,11622,4684,2987,5167,50428
2020-08-31,Embakasi,29016,15341,4213,4925,3877,57372
2020-08-31,Karen,158667,29090,15772,7714,18178,229422
2020-08-31,Juja,17568,8379,4814,2345,1843,34949
2020-08-31,Ngong,35545,14658,8876,5097,5639,69814
2020-08-31,Embakasi,28443,15138,8009,4935,3563,60088
2020-08-31,Kikuyu,19947,11130,5690,1964,4406,43137
2020-08-31,Westlands,93046,27356,13721,7978,13958,156059
2020-08-31,Thika,19779,10452,7633,3798,7170,48832
2020-08-31,Donholm,39981,13530,9702,5561,7085,75858
2020-08-31,Kasarani,22615,9508,4588,4149,4457,45317
2020-08-31,Ruiru,20580,13023,5615,4839,7088,51145
2020-08-31,Kileleshwa,87003,20384,9628,5680,14033,136728
2020-08-31,Githurai,11906,11132,6682,3299,5265,38285
2020-08-31,Juja,18451,7587,4075,3863,4796,38772
2020-08-31,Embakasi,26080,14101,7727,4536,6657,59101
2020-08-31,Mlolongo,23189,11933,6215,2914,7226,51477
2020-08-31,Kikuyu,22338,10865,5718,3520,4066,46507
2020-08-31,Umoja,30292,14587,7086,5005,6407,63377
2020-08-31,Githurai,9400,10276,5688,2320,3077,30762
2020-08-31,Embakasi,29078,10540,7974,3108,6068,56768
2020-08-31,Mlolongo,17798,12733,7549,2880,5697,46657
2020-08-31,Kitengela,24251,15613,6187,4009,8272,58332
2020-08-31,Ngong,35360,17132,6107,4600,8859,72057
2020-08-31,Karen,156627,25262,15927,8254,19289,225360
2020-08-31,Juja,14632,6290,7629,2031,2703,33285
2020-08-31,Kasarani,17688,11150,4209,5077,5325,43449
2020-08-31,Westlands,97723,25620,11754,5944,13229,154270
2020-08-31,Thika,22561,13342,6863,2669,5564,50999
2020-08-31,Ruaka,44091,16078,12217,3686,11229,87301
2020-08-31,Kasarani,19500,12687,5341,3285,4023,44836
2020-08-31,Juja,18048,9463,6163,4254,2643,40571
2020-08-31,Donholm,36765,12826,9627,3943,7590,70750
2020-08-31,Langata,56216,21079,11822,4588,7782,101488
2020-08-31,Embakasi,23060,11076,6764,2587,4935,48422
2020-08-31,Juja,16313,6898,4040,2862,4187,34300
2020-08-31,Juja,15900,10949,5380,3020,3751,39000
2020-08-31,Westlands,97060,22726,14680,7188,10979,152633
2020-08-31,Kasarani,20485,11472,7868,4525,5263,49613
2020-08-31,Githurai,14933,7351,5595,3013,6268,37161
2020-08-31,Ngong,37358,15937,5857,3333,8903,71387
2020-08-31,Mlolongo,17095,9690,3270,4055,6917,41027
2020-08-31,Westlands,95155,21118,14845,7334,12937,151389
2020-08-31,Juja,12701,7005,6917,3483,5717,35823
2020-08-31,Embakasi,24953,13166,5261,5002,5867,54249
2020-08-31,Kileleshwa,87384,24205,12977,6625,9758,140949
2020-08-31,Kitengela,25806,15098,5550,3031,3894,53379
2020-08-31,Kasarani,18341,12445,7880,2966,3967,45599
2020-08-31,Donholm,37619,13004,9372,5040,8418,73452
2020-08-31,Mlolongo,16069,11141,3344,2989,7654,41197
2020-08-31,Umoja,26695,10976,6990,4844,3618,53123
2020-08-31,Githurai,11594,7708,6074,4153,1790,31320
2020-08-31,Ruiru,24907,9772,6774,2999,6352,50804
2020-08-31,Langata,54191,22312,12371,5833,11456,106164
2020-08-31,South B,46262,17323,7034,4567,9182,84369
2020-08-31,Githurai,9221,7833,4879,2459,1131,25524
2020-08-31,Juja,12630,11375,6064,3456,4581,38106
2020-08-31,Karen,158028,26888,14104,8272,13969,221262
2020-08-31,Westlands,93760,24488,14228,5210,13261,150947
2020-08-31,Karen,159692,26415,21270,6417,17786,231580
2020-08-31,South B,41332,18467,9323,3795,7196,80114
2020-08-31,Donholm,38734,15598,8771,3926,5688,72716
2020-08-31,Thika,19674,10904,6126,3980,7436,48119
2020-08-31,Juja,17823,9373,7224,1817,6588,42825
2020-08-31,Kitengela,29670,13440,5067,2186,8719,59082
2020-08-31,Ngong,37416,15327,5852,4307,8690,71591
2020-08-31,Kasarani,23970,8785,4180,3240,7654,47829
2020-08-31,Ruaka,45246,16859,9912,5048,10300,87365
2020-08-31,Kasarani,18931,9452,4812,2109,5969,41273
2020-08-31,Kileleshwa,79988,21135,9603,6211,11900,128837
2020-08-31,Donholm,36897,17415,7859,4709,8038,74917
2020-08-31,Thika,22960,12999,5885,2128,6521,50493
2020-08-31,Juja,17489,11370,7120,2941,3792,42712
2020-08-31,Embakasi,29399,11641,5580,3781,6538,56939
2020-08-31,Umoja,22888,14290,8097,5027,5050,55352
2020-08-31,Githurai,9322,9464,7000,2041,1155,28983
2020-08-31,Kasarani,20639,11392,5374,4382,6665,48452
2020-08-31,Rongai,28985,12694,9860,3294,8935,63769
2020-08-31,Mlolongo,17668,7516,3904,1947,8056,39091
2020-08-31,Thika,23937,15337,4449,3797,6579,54099
2020-08-31,Kasarani,24652,11320,8074,3315,6640,54001
2020-08-31,Umoja,27856,15939,7757,3781,3668,59001
2020-08-31,Ruaka,47655,16207,10576,3276,10020,87734
2020-08-31,Donholm,39758,17873,5992,4881,5975,74478
2020-08-31,Umoja,24870,15705,4133,4044,6987,55739
2020-08-31,Ruiru,22653,9383,8016,4069,5890,50011
2020-08-31,Rongai,28869,12572,4871,3938,6824,57074
2020-08-31,Rongai,28269,16348,8150,4087,3690,60544
2020-08-31,Westlands,97714,25452,14444,6229,13684,157523
2020-08-31,Kitengela,26588,13214,9156,2252,4261,55472
2020-08-31,Kileleshwa,85852,19267,11071,5436,11964,133590
2020-08-31,Thika,23891,11723,7727,3620,7649,54610
2020-08-31,Ruaka,48247,18367,10420,4035,9088,90157
2020-08-31,Kikuyu,23298,13342,5783,2970,6938,52331
2020-08-31,Kasarani,20732,8369,4268,3575,3551,40495
2020-08-31,Ruiru,25363,13875,5793,4954,3997,53982
2020-08-31,Kikuyu,24946,14510,4605,3219,4429,51710
2020-08-31,Thika,20358,11168,4535,2436,6786,45283
2020-08-31,Kileleshwa,83155,19675,12723,4539,13650,133742
2020-08-31,Kasarani,20539,11206,4088,2998,2327,41158
2020-08-31,Kikuyu,20297,13412,5576,1967,8016,49268
2020-08-31,Westlands,95964,23671,14188,7329,10455,151607
2020-08-31,Langata,57470,18918,12353,5482,9083,103307
2020-08-31,Kikuyu,21521,10659,5519,4158,6572,48429
2020-08-31,Juja,16094,11803,4634,2416,2882,37829
2020-08-31,Umoja,27481,11178,8158,3053,3373,53243
2020-08-31,Embakasi,30763,15525,3832,3304,8865,62289
2020-08-31,South B,42152,17425,9908,4919,6414,80819
2020-08-31,Githurai,9822,11388,6127,3667,3781,34786
2020-08-31,Kileleshwa,79898,21622,11434,4373,10613,127940
2020-08-31,Ruiru,25361,14718,8205,3229,7933,59447
2020-08-31,Umoja,29058,11182,4253,4091,7289,55873
2020-08-31,Westlands,95212,24982,11630,6287,15408,153519
2020-08-31,Juja,17378,6887,4269,2287,5816,36637
2020-08-31,Rongai,34207,12876,8617,4379,6453,66532
2020-08-31,Umoja,26180,12089,4617,4712,7217,54815
2020-08-31,Embakasi,28006,12144,4548,2303,8761,55762
2020-08-31,Westlands,95099,26425,15007,6025,14797,157353
2020-08-31,Westlands,91909,23955,12560,6756,13064,148244
2020-08-31,Kikuyu,17910,10899,5448,3944,3762,41963
2020-08-31,Embakasi,28742,11911,7208,3708,8383,59952
2020-08-31,Mlolongo,20234,11043,7605,4223,7466,50571
2020-08-31,Donholm,35337,14204,8850,3625,7625,69640
2020-08-31,Langata,55736,22319,9974,3939,7699,99668
2020-08-31,Westlands,97226,24815,12021,6495,13292,153849
2020-08-31,Kitengela,28139,12659,4982,4831,5616,56227
2020-08-31,Juja,16055,11868,4459,2116,7511,42009
2020-08-31,Embakasi,26000,15943,7155,2990,7442,59530
2020-08-31,Mlolongo,18214,9402,4226,2926,8087,42855
2020-08-31,Karen,157551,24539,16480,7642,17271,223484
2020-08-31,Kikuyu,21278,9423,4036,2995,7580,45312
2020-08-31,Thika,20640,10432,6014,4191,7617,48894
2020-08-31,Ruaka,50648,21220,12121,3856,11792,99637
2020-08-31,Kasarani,25305,8650,6831,4416,5308,50510
2020-08-31,Kikuyu,19189,11310,8077,3620,4789,46985
2020-08-31,Rongai,29664,16995,5390,2624,8166,62839
2020-08-31,Embakasi,27778,15495,7082,3724,7187,61266
2020-08-31,Karen,159869,27425,17128,7738,14618,226779
2020-08-31,Embakasi,23439,12486,6010,4347,5358,51640
2020-08-31,South B,42575,13559,8695,3985,6276,75091
2020-08-31,Thika,20013,9118,7400,3048,8311,47890
2020-08-31,Karen,152889,25908,14225,7231,14172,214426
2020-08-31,Ruaka,50694,16703,9097,3175,8802,88471
2020-08-31,Embakasi,26236,10862,7014,4882,7525,56519
2020-08-31,Kileleshwa,82411,21776,11437,5007,10314,130945
2020-08-31,Donholm,37809,17672,9577,4956,9505,79518
2020-08-31,Westlands,94983,20783,12175,7000,15605,150546
2020-08-31,Rongai,32769,12198,5595,2957,9321,62840
2020-08-31,Rongai,29345,12363,4751,4230,4864,55553
2020-08-31,Karen,154723,29027,16043,6327,16820,222941
2020-08-31,Umoja,24167,14972,5770,3934,5726,54569
2020-08-31,Ruaka,48508,19045,8458,3649,11343,91003
2020-08-31,Embakasi,26327,12146,3845,3421,4944,50683
2020-08-31,Embakasi,28798,17559,8542,4129,8860,67889
2020-08-31,Thika,24379,12816,4175,3638,3007,48015
2020-08-31,Thika,23189,11179,7702,2118,4449,48637
2020-08-31,Ngong,38017,14818,6965,5024,6579,71402
2020-08-31,Kileleshwa,83123,21187,13045,7094,11655,136104
2020-08-31,Westlands,91548,25436,11356,5595,14846,148781
2020-08-31,South B,38805,16573,7410,4071,5963,72823
2020-08-31,Rongai,32182,14506,6382,2954,9104,65128
2020-08-31,Donholm,33833,15205,9549,5274,6224,70084
2020-08-31,Umoja,25463,16087,5558,2764,9163,59035
2020-08-31,Karen,158993,24759,15081,8723,15348,222905
2020-08-31,South B,41180,14554,10666,4594,7063,78058
2020-08-31,Ruaka,45431,17755,11876,3804,6664,85530
2020-08-31,Umoja,24991,13559,5090,2949,8111,54700
2020-08-31,Umoja,27547,10615,8117,4566,4089,54934
2020-08-31,Karen,155684,29044,15916,7193,15683,223521
2020-08-31,Kileleshwa,84043,20340,12331,6319,11998,135031
2020-08-31,Ngong,35583,18327,7925,5513,8710,76057
2020-08-31,Westlands,92607,25122,12048,7782,14686,152245
2020-08-31,Ruiru,17895,12448,6863,3524,6169,46899
2020-08-31,Thika,22871,12467,6108,3533,4570,49549
2020-08-31,Langata,58807,18732,8853,6531,8523,101447
2020-08-31,Karen,155312,29612,16097,9144,17650,227816
2020-08-31,Juja,20037,11053,5331,2341,5149,43911
2020-08-31,Kasarani,19354,14241,7831,4598,4554,50578
2020-08-31,Langata,59170,22363,10015,3713,12469,107731
2020-08-31,Mlolongo,20721,7370,3441,3933,4869,40334
2020-08-31,Ruaka,50594,21031,10477,6055,12108,100265
2020-08-31,Githurai,12957,11944,3418,1975,5777,36072
2020-08-31,Kasarani,22255,9696,8446,4456,4998,49851
2020-08-31,Ruiru,23254,12439,6556,3753,3419,49421
2020-08-31,Westlands,93146,26210,12352,6823,14219,152750
2020-08-31,Westlands,97371,26163,11374,7675,11437,154020
2020-08-31,Umoja,30710,12289,6061,4864,6575,60499
2020-08-31,Karen,159829,29823,16164,7268,15362,228447
2020-08-31,Ngong,38491,13976,7749,5615,6566,72396
2020-08-31,Ruaka,44720,20001,11119,3874,9261,88975
2020-08-31,Juja,20090,10333,6764,2291,5357,44835
2020-08-31,Kasarani,18155,9574,4900,4202,2606,39437
2020-08-31,Juja,15838,7230,3198,3643,7572,37481
2020-08-31,Umoja,28937,13153,4756,3391,8797,59034
2020-08-31,Ngong,37847,14651,8257,4454,4801,70009
2020-08-31,Embakasi,29492,16285,7462,3412,5238,61889
2020-08-31,Ngong,40950,16861,9971,3091,9191,80063
2020-08-31,Kasarani,25135,11006,6814,2410,2490,47855
2020-08-31,Embakasi,25880,16008,3820,3726,5819,55253
2020-08-31,South B,42750,19395,9976,4673,7997,84792
2020-08-31,Rongai,35031,15005,8398,2522,7276,68232
2020-08-31,Westlands,94345,20993,12932,7006,10658,145934
2020-08-31,Kileleshwa,87151,19112,10101,4484,12963,133811
2020-08-31,Kasarani,22051,10119,7687,3105,3023,45985
2020-08-31,Karen,157089,26576,16025,8019,18159,225869
2020-08-31,Thika,25563,10523,7679,3086,8100,54951
2020-08-31,Kasarani,21974,11224,4179,3962,3778,45117
2020-08-31,Kileleshwa,85718,25302,13338,5827,12081,142266
2020-08-31,Mlolongo,19472,11476,7634,3371,3340,45293
2020-08-31,Kileleshwa,83829,23974,9872,6493,13275,137443
2020-08-31,Rongai,28610,12339,8771,3114,5677,58511
2020-08-31,Kitengela,24886,11967,7918,4663,8661,58095
2020-08-31,Ngong,37682,14687,9715,4245,8129,74457
2020-08-31,Kileleshwa,84484,24417,8962,5476,9116,132455
2020-08-31,Embakasi,24095,16399,4299,3913,4192,52898
2020-08-31,Ruaka,43790,19284,11418,5902,8323,88717
2020-08-31,Embakasi,28133,12234,5535,3935,3530,53367
2020-08-31,Kikuyu,20774,8762,7666,3328,8465,48995
2020-08-31,Githurai,14609,11197,6162,3461,5105,40535
2020-08-31,Umoja,27848,14288,5927,2733,3993,54789
2020-08-31,Kileleshwa,81283,23617,11825,6251,13814,136790
2020-08-31,Kitengela,22837,13015,5460,2446,7178,50936
2020-08-31,Rongai,32792,13127,8104,2341,8107,64471
2020-08-31,Juja,19112,9123,5740,2740,3732,40447
2020-09-30,Langata,58143,21537,10142,4834,8917,103574
2020-09-30,Kasarani,22366,10246,4649,4686,6333,48280
2020-09-30,Umoja,22940,15212,4527,4856,8248,55783
2020-09-30,Ruiru,23871,13883,3979,3667,6997,52397
2020-09-30,Juja,18239,9615,7810,3536,3981,43182
2020-09-30,Kasarani,20274,13820,6768,4320,5387,50569
2020-09-30,Donholm,33397,15686,6353,4946,7010,67392
2020-09-30,Kasarani,21915,13438,7857,4002,5826,53038
2020-09-30,Juja,12758,8784,3390,1618,7330,33880
2020-09-30,Mlolongo,17205,10292,3552,3522,3721,38293
2020-09-30,Langata,61235,19134,10863,6576,12856,110664
2020-09-30,Mlolongo,21788,10360,5036,2360,4552,44096
2020-09-30,Embakasi,24491,11581,5435,3001,3397,47905
2020-09-30,Mlolongo,20274,11960,5378,2662,5791,46065
2020-09-30,Karen,155070,27090,17417,7186,16407,223170
2020-09-30,Karen,159506,26026,17353,6639,17577,227101
2020-09-30,Embakasi,23868,13137,4885,2592,7981,52463
2020-09-30,Westlands,97068,25184,11652,7717,14448,156069
2020-09-30,Ngong,38663,17927,6465,3334,9715,76104
2020-09-30,Ruiru,24532,14292,7100,3931,3151,53006
2020-09-30,Rongai,30291,14474,6928,2812,4570,59074
2020-09-30,Kasarani,18326,12956,5055,4175,3771,44283
2020-09-30,Westlands,98087,25386,11845,6657,13400,155375
2020-09-30,Ruiru,25433,11625,5060,2436,4201,48755
2020-09-30,Langata,55413,20431,10851,5884,8757,101336
2020-09-30,Donholm,34444,15033,6822,4134,8319,68752
2020-09-30,Thika,23284,11200,8067,1901,4198,48650
2020-09-30,Embakasi,29951,11058,6877,3645,6536,58067
2020-09-30,Juja,15481,11980,4842,2860,5924,41086
2020-09-30,Ruaka,44272,21151,12106,5246,11475,94249
2020-09-30,Ngong,34798,13218,5798,4422,7290,65526
2020-09-30,Westlands,93531,25593,14884,6922,15018,155948
2020-09-30,Langata,60869,19994,12731,4874,7578,106046
2020-09-30,Kitengela,23929,15013,7460,3291,3363,53056
2020-09-30,Kikuyu,18254,12451,7869,4187,3332,46092
2020-09-30,Ngong,40624,17395,6901,5030,7260,77210
2020-09-30,Ngong,39207,14846,9999,5100,9182,78334
2020-09-30,Umoja,24587,15750,5349,2949,3431,52066
2020-09-30,Githurai,8332,7252,6263,1812,7075,30734
2020-09-30,Githurai,10228,6836,4890,2294,3561,27808
2020-09-30,Umoja,23947,15551,5420,4980,3429,53327
2020-09-30,Kileleshwa,81284,22487,12257,6124,12850,135002
2020-09-30,Langata,55156,20969,9095,5318,8900,99438
2020-09-30,Westlands,92587,24915,12635,6565,11109,147811
2020-09-30,South B,40623,16652,10583,4350,9388,81596
2020-09-30,Juja,16029,11821,5372,4528,5150,42900
2020-09-30,Thika,24196,12368,5754,4808,7580,54706
2020-09-30,Kasarani,21069,10726,7596,2442,6241,48074
2020-09-30,Umoja,30292,13166,7644,2551,3630,57283
2020-09-30,Kasarani,17998,13790,7204,3661,3201,45854
2020-09-30,Kileleshwa,82135,22608,12965,4484,10830,133022
2020-09-30,Kitengela,23670,11135,4570,4792,6530,50696
2020-09-30,South B,38768,15873,8070,4514,7031,74256
2020-09-30,Kasarani,23693,10785,6346,2118,5568,48510
2020-09-30,Kasarani,22100,8436,6963,2245,2272,42016
2020-09-30,Westlands,97269,25367,13090,7202,12584,155512
2020-09-30,Kitengela,30781,10501,8550,3592,3914,57338
2020-09-30,Ngong,36021,17217,6302,4556,7555,71652
2020-09-30,Embakasi,27712,15464,6300,4992,7868,62336
2020-09-30,Githurai,10090,10107,2824,3568,4563,31152
2020-09-30,Kitengela,29358,11404,7314,3860,5906,57841
2020-09-30,Kitengela,28033,14964,4980,3700,3586,55263
2020-09-30,South B,42714,18694,7275,3304,6595,78582
2020-09-30,Westlands,93725,26681,14241,5477,12222,152346
2020-09-30,Kileleshwa,82773,19038,13181,6002,11955,132949
2020-09-30,Umoja,28575,12395,6573,3027,4258,54828
2020-09-30,Ngong,39345,17338,9858,2768,4745,74054
2020-09-30,Ngong,38134,13828,8357,3194,4611,68124
2020-09-30,South B,45511,18509,7344,5092,5534,81990
2020-09-30,Karen,154455,26683,14487,6819,16077,218521
2020-09-30,Kasarani,25576,10725,6879,2904,4248,50332
2020-09-30,Westlands,91279,24282,13767,7302,15220,151850
2020-09-30,South B,42121,18977,10644,5537,10452,87731
2020-09-30,Ruiru,20907,9671,8143,3844,2460,45025
2020-09-30,Kikuyu,18691,13984,7315,3073,7028,50092
2020-09-30,Kileleshwa,83694,23540,9893,6164,8741,132032
2020-09-30,Thika,19617,10696,5151,3434,6480,45378
2020-09-30,Langata,59112,17331,10864,4776,11867,103950
2020-09-30,Kitengela,28113,16216,6522,3385,3674,57910
2020-09-30,Rongai,30288,14846,6725,2648,6744,61250
2020-09-30,Juja,15417,7374,3806,4462,6896,37956
2020-09-30,Githurai,14817,12010,3867,2036,2411,35142
2020-09-30,Kileleshwa,80112,19188,9437,7001,13898,129636
2020-09-30,Langata,54348,22172,10708,4306,12873,104406
2020-09-30,Rongai,28813,11736,7332,2560,5888,56328
2020-09-30,Karen,153919,26618,15381,6810,14053,216781
2020-09-30,Ruiru,19072,11654,7322,3828,5246,47122
2020-09-30,Ruiru,18011,8569,6797,3977,6116,43470
2020-09-30,Kasarani,24847,8754,8001,2248,3810,47660
2020-09-30,South B,39892,18654,7770,4631,7943,78890
2020-09-30,Umoja,29740,12117,7739,2606,6462,58664
2020-09-30,Ngong,36405,14006,5781,4740,4524,65456
2020-09-30,Juja,20215,6331,7306,4460,7164,45476
2020-09-30,Donholm,35875,18282,7299,2624,4839,68920
2020-09-30,Kitengela,27191,11036,4536,4361,3870,50993
2020-09-30,Donholm,39137,15934,6507,5548,6619,73744
2020-09-30,Ruaka,45024,19896,8959,3561,7318,84758
2020-09-30,Ngong,40895,16660,7491,5138,5567,75752
2020-09-30,Kitengela,29982,13170,4500,2411,7702,57764
2020-09-30,Ngong,36046,13358,6718,3312,7799,67234
2020-09-30,Embakasi,25222,16316,4149,3010,4627,53324
2020-09-30,Juja,13658,12088,5722,1938,6172,39578
2020-09-30,South B,44176,14530,7756,5066,7962,79490
2020-09-30,Westlands,90801,26412,15288,6490,13433,152424
2020-09-30,Ruiru,19437,10384,4980,3062,4224,42087
2020-09-30,Langata,58204,17966,10360,5756,11582,103868
